"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6761","Verify that the folder was successfully moved and both folders now exist under Účetnictví/2025","","Sat Jun 28 15:08:12 CEST 2025","passed","Sat Jun 28 15:08:18 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","8869","Verifies that the uploaded file is still present in the moved folder","","Sat Jun 28 15:03:42 CEST 2025","passed","Sat Jun 28 15:03:51 CEST 2025","","Uploading a file and moving a created folder without template @high @middle @low","",""
"","14014","Upload a file to the original ""Faktury přijaté"" folder with template located under Účetnictví/2025","","Sat Jun 28 15:04:47 CEST 2025","failed","Sat Jun 28 15:05:01 CEST 2025","","Uploading a file and moving a created folder without template to location with same folder name @high @middle @low","",""
"","5023","Deletes the created folder with template","","Sat Jun 28 15:02:44 CEST 2025","passed","Sat Jun 28 15:02:49 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","7705","Moves the folder into a subfolder structure in DMS","","Sat Jun 28 15:03:26 CEST 2025","passed","Sat Jun 28 15:03:34 CEST 2025","","Uploading a file and moving a created folder without template @high @middle @low","",""
"","10030","Download the file from the newly created folder and check content","","Sat Jun 28 15:10:53 CEST 2025","passed","Sat Jun 28 15:11:03 CEST 2025","","Rename folder with template @high @middle @low","",""
"","11819","Upload the first document to the newly created ""Faktury vystavené"" folder","","Sat Jun 28 15:07:01 CEST 2025","failed","Sat Jun 28 15:07:13 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","9403","Downloads the first uploaded file and validates its content","","Sat Jun 28 15:01:51 CEST 2025","passed","Sat Jun 28 15:02:01 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","11459","Uploads a second file with a different name into the same folder","","Sat Jun 28 15:02:01 CEST 2025","failed","Sat Jun 28 15:02:12 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","6008","Upload the first document to the newly created ""Faktury přijaté"" folder","","Sat Jun 28 15:04:30 CEST 2025","passed","Sat Jun 28 15:04:36 CEST 2025","","Uploading a file and moving a created folder without template to location with same folder name @high @middle @low","",""
"","998","Verifies that the third file upload is recorded in the history log","","Sat Jun 28 15:02:33 CEST 2025","passed","Sat Jun 28 15:02:34 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","2897","Delete created folder in trash","","Sat Jun 28 08:56:22 CEST 2025","passed","Sat Jun 28 08:56:25 CEST 2025","","Restore file to folder with template to another location - bulk action @high @middle @low","",""
"","8535","Downloads the second uploaded file and checks the content","","Sat Jun 28 15:02:13 CEST 2025","passed","Sat Jun 28 15:02:22 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","897","Verifies that folder deletion is recorded in the change history","","Sat Jun 28 15:01:20 CEST 2025","passed","Sat Jun 28 15:01:21 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","8925","Download the file from renamed folder","","Sat Jun 28 15:11:11 CEST 2025","passed","Sat Jun 28 15:11:20 CEST 2025","","Rename folder with template @high @middle @low","",""
"","18478","Delete company","","Sat Jun 28 15:11:20 CEST 2025","passed","Sat Jun 28 15:11:39 CEST 2025","","Delete company @high @middle @low","",""
"","13771","Upload another file (same name) to the original ""Faktury vystavené"" folder with template under Účetnictví/2025","","Sat Jun 28 15:07:38 CEST 2025","failed","Sat Jun 28 15:07:52 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","9628","Delete all files in the original ""Faktury vystavené"" folder with badge 2","","Sat Jun 28 15:09:04 CEST 2025","passed","Sat Jun 28 15:09:13 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","1339","Verifies that the file upload is recorded in the history log","","Sat Jun 28 15:03:15 CEST 2025","passed","Sat Jun 28 15:03:16 CEST 2025","","Uploading a file and moving a created folder without template @high @middle @low","",""
"","6083","Deletes the file in created without template","","Sat Jun 28 08:47:30 CEST 2025","passed","Sat Jun 28 08:47:36 CEST 2025","","Restore file to folder without template - bulk action @high @middle @low","",""
"","9574","Deletes the restored file","","Sat Jun 28 08:56:13 CEST 2025","passed","Sat Jun 28 08:56:22 CEST 2025","","Restore file to folder with template to another location - bulk action @high @middle @low","",""
"","6501","Deletes the file in created with template","","Sat Jun 28 08:49:48 CEST 2025","passed","Sat Jun 28 08:49:54 CEST 2025","","Restore file to folder with template - bulk action @high @middle @low","",""
"","3005","Restore created file to another location with bulk action","","Sat Jun 28 08:55:42 CEST 2025","passed","Sat Jun 28 08:55:45 CEST 2025","","Restore file to folder with template to another location - bulk action @high @middle @low","",""
"","6460","Uploads the first file into the created folder","","Sat Jun 28 15:03:09 CEST 2025","passed","Sat Jun 28 15:03:15 CEST 2025","","Uploading a file and moving a created folder without template @high @middle @low","",""
"","10853","Upload the document to the newly created folder","","Sat Jun 28 15:10:40 CEST 2025","failed","Sat Jun 28 15:10:51 CEST 2025","","Rename folder with template @high @middle @low","",""
"","2091","Verifies that folder creation is recorded in the change history","","Sat Jun 28 08:49:22 CEST 2025","passed","Sat Jun 28 08:49:24 CEST 2025","","Restore file to folder with template - bulk action @high @middle @low","",""
"","18846","Creates a new DMS folder for file uploads without template","","Sat Jun 28 15:00:00 CEST 2025","passed","Sat Jun 28 15:00:19 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","955","Verifies that the first file upload is recorded in the history log","","Sat Jun 28 15:01:50 CEST 2025","passed","Sat Jun 28 15:01:51 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","2604","Restore created file to another location with action button","","Sat Jun 28 08:54:14 CEST 2025","passed","Sat Jun 28 08:54:16 CEST 2025","","Restore file to folder with template to another location - action button @high @middle @low","",""
"","940","Logs folder deletion to history","","Sat Jun 28 14:59:58 CEST 2025","passed","Sat Jun 28 14:59:59 CEST 2025","","DMS Folder Management – Create, Edit, Permissions, Delete @high @middle @low","",""
"","9453","Verify that the uploaded file still exists in the newly moved folder with badge 1","","Sat Jun 28 15:08:18 CEST 2025","passed","Sat Jun 28 15:08:28 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","1178","Verifies that the upload of the first file is recorded in the history","","Sat Jun 28 15:00:28 CEST 2025","passed","Sat Jun 28 15:00:30 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","3581","Verify that the folder deletion was properly logged in the system history","","Sat Jun 28 15:09:21 CEST 2025","passed","Sat Jun 28 15:09:25 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","11620","Downloads the second uploaded file and verifies its content","","Sat Jun 28 15:00:46 CEST 2025","failed","Sat Jun 28 15:00:57 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","8066","Move the new ""Faktury vystavené"" folder under Accounting/2025 where is original folder ""Faktury vystavené"" ","","Sat Jun 28 15:08:03 CEST 2025","passed","Sat Jun 28 15:08:11 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","7694","Move the newly created ""Faktury přijaté"" folder to Účetnictví/2025 where original folder exists","","Sat Jun 28 15:05:27 CEST 2025","passed","Sat Jun 28 15:05:34 CEST 2025","","Uploading a file and moving a created folder without template to location with same folder name @high @middle @low","",""
"","16313","Create a new folder ""Faktury vystavené"" in the root of DMS without using a template","","Sat Jun 28 15:06:45 CEST 2025","passed","Sat Jun 28 15:07:01 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","5985","Uploads a third file with the same name as the first one","","Sat Jun 28 15:00:57 CEST 2025","passed","Sat Jun 28 15:01:03 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","11660","Verifies that the uploaded file is still downloadable from the new location","","Sat Jun 28 15:03:51 CEST 2025","passed","Sat Jun 28 15:04:03 CEST 2025","","Uploading a file and moving a created folder without template @high @middle @low","",""
"","12103","Ensure the file in the newly moved folder is still downloadable and valid","","Sat Jun 28 15:08:28 CEST 2025","passed","Sat Jun 28 15:08:40 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","4807","Deletes folder ""Středisko Praha""","","Sat Jun 28 14:59:53 CEST 2025","passed","Sat Jun 28 14:59:58 CEST 2025","","DMS Folder Management – Create, Edit, Permissions, Delete @high @middle @low","",""
"","1005","Deletes the moved folder (non-periodic)","","Sat Jun 28 15:04:11 CEST 2025","passed","Sat Jun 28 15:04:12 CEST 2025","","Uploading a file and moving a created folder without template @high @middle @low","",""
"","11146","Downloads the third uploaded file and verifies its content","","Sat Jun 28 15:01:05 CEST 2025","passed","Sat Jun 28 15:01:16 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","1394","Logs edited folder into history section","","Sat Jun 28 14:59:45 CEST 2025","passed","Sat Jun 28 14:59:47 CEST 2025","","DMS Folder Management – Create, Edit, Permissions, Delete @high @middle @low","",""
"","6493","Deletes the file in created folder without template","","Sat Jun 28 08:52:26 CEST 2025","passed","Sat Jun 28 08:52:33 CEST 2025","","Restore file to folder without template to another location - bulk action @high @middle @low","",""
"","927","Verifies that the second file upload is recorded in the history log","","Sat Jun 28 15:02:12 CEST 2025","passed","Sat Jun 28 15:02:13 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","3326","Restore created file with bulk action","","Sat Jun 28 08:49:54 CEST 2025","passed","Sat Jun 28 08:49:57 CEST 2025","","Restore file to folder with template - bulk action @high @middle @low","",""
"","1972","Logs newly created folder into history section","","Sat Jun 28 14:59:34 CEST 2025","passed","Sat Jun 28 14:59:36 CEST 2025","","DMS Folder Management – Create, Edit, Permissions, Delete @high @middle @low","",""
"","9262","Download the file from the newly created ""Faktury přijaté"" folder and check content","","Sat Jun 28 15:04:38 CEST 2025","passed","Sat Jun 28 15:04:47 CEST 2025","","Uploading a file and moving a created folder without template to location with same folder name @high @middle @low","",""
"","7814","Delete the moved folder ""Faktury vystavené"" with badge 1","","Sat Jun 28 15:09:13 CEST 2025","passed","Sat Jun 28 15:09:21 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","7081","Accept invitation","","Sat Jun 28 14:59:09 CEST 2025","passed","Sat Jun 28 14:59:16 CEST 2025","","Invite user in the company @high @middle @low","",""
"","10371","Edit and rename created folder without template","","Sat Jun 28 15:10:03 CEST 2025","passed","Sat Jun 28 15:10:13 CEST 2025","","Rename folder without template @high @middle @low","",""
"","4229","Deletes the created folder without template","","Sat Jun 28 15:01:16 CEST 2025","passed","Sat Jun 28 15:01:20 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","8738","Edits created folder and set folder","","Sat Jun 28 14:59:37 CEST 2025","passed","Sat Jun 28 14:59:45 CEST 2025","","DMS Folder Management – Create, Edit, Permissions, Delete @high @middle @low","",""
"","13420","Upload a file to the original ""Faktury vystavené"" folder under Accounting/2025","","Sat Jun 28 15:07:24 CEST 2025","failed","Sat Jun 28 15:07:38 CEST 2025","","Uploading a file and moving a created folder with template to location with same folder name @high @middle @low","",""
"","6313","Send invitation to the user","","Sat Jun 28 14:59:02 CEST 2025","passed","Sat Jun 28 14:59:09 CEST 2025","","Invite user in the company @high @middle @low","",""
"","1005","Verifies that folder deletion is recorded in the history log","","Sat Jun 28 15:02:50 CEST 2025","passed","Sat Jun 28 15:02:51 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","17742","Creates folder ""Středisko Praha"" without template","","Sat Jun 28 14:59:17 CEST 2025","passed","Sat Jun 28 14:59:34 CEST 2025","","DMS Folder Management – Create, Edit, Permissions, Delete @high @middle @low","",""
"","9622","Downloads the uploaded file and checks content","","Sat Jun 28 15:03:16 CEST 2025","passed","Sat Jun 28 15:03:26 CEST 2025","","Uploading a file and moving a created folder without template @high @middle @low","",""
"","1620","Verify that uploading the document was recorded in the system history","","Sat Jun 28 15:10:51 CEST 2025","passed","Sat Jun 28 15:10:53 CEST 2025","","Rename folder with template @high @middle @low","",""
"","5742","Uploads a second file with a different filename into the same folder","","Sat Jun 28 15:00:39 CEST 2025","passed","Sat Jun 28 15:00:44 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","1587","Verifies that created folder is recorded in the history","","Sat Jun 28 15:00:19 CEST 2025","passed","Sat Jun 28 15:00:20 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
"","11099","Uploads a third file (same file name as the first upload)","","Sat Jun 28 15:02:22 CEST 2025","failed","Sat Jun 28 15:02:33 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","10163","Downloads the third uploaded file and checks the content","","Sat Jun 28 15:02:34 CEST 2025","passed","Sat Jun 28 15:02:44 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","10588","Repeatedly checks and deletes companies until none remain","","Sat Jun 28 14:58:31 CEST 2025","failed","Sat Jun 28 14:58:42 CEST 2025","","Registration company @high @middle @low","",""
"","9470","Delete all files in original folder ""Faktury přijaté"" with badge 2","","Sat Jun 28 15:06:26 CEST 2025","passed","Sat Jun 28 15:06:35 CEST 2025","","Uploading a file and moving a created folder without template to location with same folder name @high @middle @low","",""
"","16434","Creates a new DMS folder using a predefined template","","Sat Jun 28 15:01:22 CEST 2025","passed","Sat Jun 28 15:01:39 CEST 2025","","Uploading and managing documents in a DMS folder with a template @high @middle @low","",""
"","12384","File inside restored folder have template","","Sat Jun 28 08:55:56 CEST 2025","failed","Sat Jun 28 08:56:09 CEST 2025","","Restore file to folder with template to another location - bulk action @high @middle @low","",""
"","11424","Download the restored files","","Sat Jun 28 08:55:45 CEST 2025","passed","Sat Jun 28 08:55:56 CEST 2025","","Restore file to folder with template to another location - bulk action @high @middle @low","",""
"","2504","Restore created file with action button","","Sat Jun 28 08:48:41 CEST 2025","passed","Sat Jun 28 08:48:43 CEST 2025","","Restore file to folder with template - action button @high @middle @low","",""
"","1369","Verifies that the upload of the third file is recorded in the change history","","Sat Jun 28 15:01:04 CEST 2025","passed","Sat Jun 28 15:01:05 CEST 2025","","Uploading and Managing Files in a DMS Folder Without a Template @high @middle @low","",""
